99,Heidi Fleiss: Hollywood Madam (1995),Documentary,Martin (1977)
100,City Hall (1996),Drama|Thriller,"Three Faces of Eve, The (1957)"
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,100 Girls (2000)
102,Mr. Wrong (1996),Comedy,Fail-Safe (1964)
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,Paperhouse (1988)
104,Happy Gilmore (1996),Comedy,Dobermann (1997)
105,"Bridges of Madison County, The (1995)",Drama|Romance,Kwaidan (Kaidan) (1964)
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,28 Up (1985)
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,You Only Live Twice (1967)
108,Catwalk (1996),Documentary,Octopussy (1983)
110,Braveheart (1995),Action|Drama|War,Wit (2001)
111,Taxi Driver (1976),Crime|Drama|Thriller,Never Say Never Again (1983)
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,Pride and Prejudice (1940)
113,Before and After (1996),Drama|Mystery,"Fountainhead, The (1949)"
116,Anne Frank Remembered (1995),Documentary,Woman of the Year (1942)
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,"Samouraï, Le (Godson, The) (1967)"
118,If Lucy Fell (1996),Comedy|Romance,Oklahoma! (1955)
119,"Steal Big, Steal Little (1995)",Comedy,Desert Hearts (1985)
121,"Boys of St. Vincent, The (1992)",Drama,Body Double (1984)
122,Boomerang (1992),Comedy|Romance,Chaplin (1992)
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,"Miracle Worker, The (1962)"
125,Flirting With Disaster (1996),Comedy,Monster in a Box (1992)
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,School Ties (1992)
128,Jupiter's Wife (1994),Documentary,Raising Cain (1992)
129,Pie in the Sky (1996),Comedy|Romance,Rose Red (2002)
132,Jade (1995),Thriller,Noises Off... (1992)
135,Down Periscope (1996),Comedy,Babylon 5: In the Beginning (1998)
137,Man of the Year (1995),Documentary,"Witchfinder General (Conquerer Worm, The) (1968)"
140,Up Close and Personal (1996),Drama|Romance,Versus (2000)
141,"Birdcage, The (1996)",Comedy,Pride and Prejudice (1995)
144,"Brothers McMullen, The (1995)",Comedy,"China Syndrome, The (1979)"
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,"Wages of Fear, The (Salaire de la peur, Le) (1953)"
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,Look Who's Talking Too (1990)
147,"Basketball Diaries, The (1995)",Drama,"Bells of St. Mary's, The (1945)"
148,"Awfully Big Adventure, An (1995)",Drama,"Delta Force, The (1986)"
149,Amateur (1994),Crime|Drama|Thriller,Pat and Mike (1952)
150,Apollo 13 (1995),Adventure|Drama|IMAX,Animal Crackers (1930)
151,Rob Roy (1995),Action|Drama|Romance|War,"He Said, She Said (1991)"
152,"Addiction, The (1995)",Drama|Horror,Bedazzled (1967)
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,Cat People (1942)
154,Beauty of the Day (Belle de jour) (1967),Drama,Camelot (1967)
155,Beyond Rangoon (1995),Adventure|Drama|War,"Lonely Guy, The (1984)"
156,Blue in the Face (1995),Comedy|Drama,"Four Musketeers, The (1974)"
157,Canadian Bacon (1995),Comedy|War,Protocol (1984)
158,Casper (1995),Adventure|Children,"Postman Always Rings Twice, The (1946)"
159,Clockers (1995),Crime|Drama|Mystery,Matinee (1993)
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,Baxter (1989)
161,Crimson Tide (1995),Drama|Thriller|War,Explorers (1985)
162,Crumb (1994),Documentary,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)"
163,Desperado (1995),Action|Romance|Western,Pierrot le fou (1965)
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,Weekend (a.k.a. Le Week-end) (Week End) (1967)
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,Tuesdays with Morrie (1999)
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,Alexander Nevsky (Aleksandr Nevskiy) (1938)
168,First Knight (1995),Action|Drama|Romance,Jason and the Argonauts (1963)
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,"Tinker, Tailor, Soldier, Spy (1979)"
170,Hackers (1995),Action|Adventure|Crime|Thriller,Throne of Blood (Kumonosu jô) (1957)
171,Jeffrey (1995),Comedy|Drama,"Best of Youth, The (La meglio gioventù) (2003)"
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,Undercurrent (1946)
173,Judge Dredd (1995),Action|Crime|Sci-Fi,"Bang, Bang, You're Dead (2002)"
174,Jury Duty (1995),Comedy,Twister (1990)
175,Kids (1995),Drama,Sniper (1993)
176,Living in Oblivion (1995),Comedy,Genghis Blues (1999)
177,Lord of Illusions (1995),Horror,"11'09""01 - September 11 (2002)"
178,Love & Human Remains (1993),Comedy|Drama,"Parallax View, The (1974)"
179,Mad Love (1995),Drama|Romance,"Warriors, The (1979)"
180,Mallrats (1995),Comedy|Romance,Babylon 5: A Call to Arms (1999)
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,Babylon 5: The River of Souls (1998)
183,Mute Witness (1994),Comedy|Horror|Thriller,Babylon 5: Thirdspace (1998)
184,Nadja (1994),Drama,True Stories (1986)
185,"Net, The (1995)",Action|Crime|Thriller,"Virgin Spring, The (Jungfrukällan) (1960)"
186,Nine Months (1995),Comedy|Romance,Mogambo (1953)
187,Party Girl (1995),Comedy,"Secret Life of Walter Mitty, The (1947)"
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,Another Thin Man (1939)
189,Reckless (1995),Comedy|Fantasy,"Thin Man Goes Home, The (1945)"
190,Safe (1995),Thriller,Shadow of the Thin Man (1941)
191,"Scarlet Letter, The (1995)",Drama|Romance,After the Thin Man (1936)
193,Showgirls (1995),Drama,Song of the Thin Man (1947)
194,Smoke (1995),Comedy|Drama,Love Crazy (1941)
195,Something to Talk About (1995),Comedy|Drama|Romance,Gunga Din (1939)
196,Species (1995),Horror|Sci-Fi,Children of Dune (2003)
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Dune (2000)
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,Lammbock (2001)
201,Three Wishes (1995),Drama|Fantasy,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)"
202,Total Eclipse (1995),Drama|Romance,Tremors II: Aftershocks (1996)
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,Tremors 3: Back to Perfection (2001)
204,Under Siege 2: Dark Territory (1995),Action,Notorious C.H.O. (2002)
205,Unstrung Heroes (1995),Comedy|Drama,The Plague of the Zombies (1966)
206,Unzipped (1995),Documentary,I Walked with a Zombie (1943)
207,"Walk in the Clouds, A (1995)",Drama|Romance,Highway 61 (1991)
208,Waterworld (1995),Action|Adventure|Sci-Fi,How to Succeed in Business Without Really Trying (1967)
209,White Man's Burden (1995),Drama,Pat Garrett and Billy the Kid (1973)
210,Wild Bill (1995),Western,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"
211,"Browning Version, The (1994)",Drama,"Duck, You Sucker (1971)"
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,Bring Me the Head of Alfredo Garcia (1974)
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,Ride the High Country (1962)
214,Before the Rain (Pred dozhdot) (1994),Drama|War,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)
215,Before Sunrise (1995),Drama|Romance,Frankenstein Must Be Destroyed (1969)
216,Billy Madison (1995),Comedy,Gidget (1959)
217,"Babysitter, The (1995)",Drama|Thriller,Desperate Living (1977)
218,Boys on the Side (1995),Comedy|Drama,Stray Dog (Nora inu) (1949)
219,"Cure, The (1995)",Drama,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)"
220,Castle Freak (1995),Horror,High and Low (Tengoku to jigoku) (1963)
222,Circle of Friends (1995),Drama|Romance,"People Under the Stairs, The (1991)"
223,Clerks (1994),Comedy,Dark Days (2000)
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,Zelig (1983)
225,Disclosure (1994),Drama|Thriller,Shame (Skammen) (1968)
227,Drop Zone (1994),Action|Thriller,"Silence, The (Tystnaden) (1963)"
228,Destiny Turns on the Radio (1995),Comedy,Winter Light (Nattvardsgästerna) (1963)
229,Death and the Maiden (1994),Drama|Thriller,Through a Glass Darkly (Såsom i en spegel) (1961)
230,Dolores Claiborne (1995),Drama|Thriller,The Magician (1958)
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,"Killers, The (1946)"
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,"Night of the Iguana, The (1964)"
233,Exotica (1994),Drama,Nightbreed (1990)
234,Exit to Eden (1994),Comedy,Ken Park (2002)
235,Ed Wood (1994),Comedy|Drama,Monterey Pop (1968)
236,French Kiss (1995),Action|Comedy|Romance,"Bridge Too Far, A (1977)"
237,Forget Paris (1995),Comedy|Romance,Infernal Affairs (Mou gaan dou) (2002)
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)"
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,Broadway Danny Rose (1984)
240,Hideaway (1995),Thriller,From Beyond (1986)
241,Fluke (1995),Children|Drama,Robot Jox (1990)
242,Farinelli: il castrato (1994),Drama|Musical,Dolls (1987)
243,Gordy (1995),Children|Comedy|Fantasy,Space Truckers (1996)
246,Hoop Dreams (1994),Documentary,Death Race 2000 (1975)
247,Heavenly Creatures (1994),Crime|Drama,"Bucket Of Blood, A (1959)"
248,Houseguest (1994),Comedy,Brigadoon (1954)
249,Immortal Beloved (1994),Drama|Romance,"Power of One, The (1992)"
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,"Weather Underground, The (2002)"
251,"Hunted, The (1995)",Action,Kikujiro (Kikujirô no natsu) (1999)
252,I.Q. (1994),Comedy|Romance,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)"
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,"Phantom Tollbooth, The (1970)"
254,Jefferson in Paris (1995),Drama,"Getaway, The (1972)"
255,"Jerky Boys, The (1995)",Comedy,Dark Water (Honogurai mizu no soko kara) (2002)
256,Junior (1994),Comedy|Sci-Fi,"Thing Called Love, The (1993)"
257,Just Cause (1995),Mystery|Thriller,The Thief (1997)
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,How to Steal a Million (1966)
259,Kiss of Death (1995),Crime|Drama|Thriller,"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)"
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,Mean Streets (1973)
261,Little Women (1994),Drama,Jack the Bear (1993)
262,"Little Princess, A (1995)",Children|Drama,I Am a Fugitive from a Chain Gang (1932)
263,Ladybird Ladybird (1994),Drama,Hamburger Hill (1987)
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,Sweet Bird of Youth (1962)
266,Legends of the Fall (1994),Drama|Romance|War|Western,Frankenstein Unbound (1990)
267,Major Payne (1995),Comedy,Shiri (Swiri) (1999)
269,My Crazy Life (Mi vida loca) (1993),Drama,Bad Day at Black Rock (1955)
270,Love Affair (1994),Drama|Romance,In China They Eat Dogs (I Kina spiser de hunde) (1999)
271,Losing Isaiah (1995),Drama,Delta Force 2 (Delta Force 2: The Colombian Connection) (1990)
272,"Madness of King George, The (1994)",Comedy|Drama,Crossroads (1986)
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,"Seducing Doctor Lewis (Grande séduction, La) (2003)"
274,Man of the House (1995),Comedy,Sunrise: A Song of Two Humans (1927)
275,Mixed Nuts (1994),Comedy,Shock Corridor (1963)
276,Milk Money (1994),Comedy|Romance,Au revoir les enfants (1987)
277,Miracle on 34th Street (1994),Drama,Pursuit of Happiness (2001)
278,Miami Rhapsody (1995),Comedy,Gladiator (1992)
279,My Family (1995),Drama,Indestructible Man (1956)
280,Murder in the First (1995),Drama|Thriller,"Wasp Woman, The (1959)"
281,Nobody's Fool (1994),Comedy|Drama|Romance,Attack of the Giant Leeches (1959)
282,Nell (1994),Drama,Dead or Alive: Hanzaisha (1999)
283,New Jersey Drive (1995),Crime|Drama,Lola Montès (1955)
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,Charly (1968)
285,Beyond Bedlam (1993),Drama|Horror,Lust for Life (1956)
287,Nina Takes a Lover (1994),Comedy|Romance,"Dolce Vita, La (1960)"
288,Natural Born Killers (1994),Action|Crime|Thriller,Jin Roh: The Wolf Brigade (Jin-Rô) (1998)
289,Only You (1994),Comedy|Romance,Rush (1991)
290,Once Were Warriors (1994),Crime|Drama,Captain Blood (1935)
291,Poison Ivy II (1996),Drama|Thriller,*batteries not included (1987)
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,Educating Rita (1983)
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,Sansho the Bailiff (Sanshô dayû) (1954)
294,"Perez Family, The (1995)",Comedy|Romance,Zazie dans le métro (1960)
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,"Americanization of Emily, The (1964)"
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Anne of the Thousand Days (1969)
298,Pushing Hands (Tui shou) (1992),Drama,"Avventura, L' (Adventure, The) (1960)"
299,Priest (1994),Drama,Beyond the Valley of the Dolls (1970)
300,Quiz Show (1994),Drama,Hiroshima Mon Amour (1959)
301,Picture Bride (Bijo photo) (1994),Drama|Romance,Ugetsu (Ugetsu monogatari) (1953)
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,"Day of the Jackal, The (1973)"
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,Night of the Living Dead (1990)
304,Roommates (1995),Comedy|Drama,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)"
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,I Love You Again (1940)
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,Safety Last! (1923)
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,While the City Sleeps (1956)
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,Little Murders (1971)
310,Rent-a-Kid (1995),Comedy,Viridiana (1961)
311,Relative Fear (1994),Horror|Thriller,Masterminds (1997)
312,Stuart Saves His Family (1995),Comedy,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)
313,"Swan Princess, The (1994)",Animation|Children,Arizona Dream (1993)
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3 Women (Three Women) (1977)
315,"Specialist, The (1994)",Action|Drama|Thriller,Grey Gardens (1975)
316,Stargate (1994),Action|Adventure|Sci-Fi,Purple Rain (1984)
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,Point of No Return (1993)
318,"Shawshank Redemption, The (1994)",Crime|Drama,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)"
319,Shallow Grave (1994),Comedy|Drama|Thriller,College (1927)
320,Suture (1993),Film-Noir|Thriller,Mitchell (1975)
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,Used People (1992)
322,Swimming with Sharks (1995),Comedy|Drama,"Front Page, The (1931)"
324,"Sum of Us, The (1994)",Comedy|Drama,Dolls (2002)
325,National Lampoon's Senior Trip (1995),Comedy,"Man Who Came to Dinner, The (1942)"
326,To Live (Huozhe) (1994),Drama,Make Way for Tomorrow (1937)
327,Tank Girl (1995),Action|Comedy|Sci-Fi,"Major and the Minor, The (1942)"
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,"Caine Mutiny, The (1954)"
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,Black Narcissus (1947)
330,Tales from the Hood (1995),Action|Crime|Horror,Escape from Alcatraz (1979)
331,Tom & Viv (1994),Drama,Oliver Twist (1948)
332,Village of the Damned (1995),Horror|Sci-Fi,Shrek 2 (2004)
333,Tommy Boy (1995),Comedy,"Day After Tomorrow, The (2004)"
334,Vanya on 42nd Street (1994),Drama,Raising Helen (2004)
335,Underneath (1995),Mystery|Thriller,Soul Plane (2004)
336,"Walking Dead, The (1995)",Drama|War,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003)
337,What's Eating Gilbert Grape (1993),Drama,Saved! (2004)
338,Virtuosity (1995),Action|Sci-Fi|Thriller,Harry Potter and the Prisoner of Azkaban (2004)
339,While You Were Sleeping (1995),Comedy|Romance,Mindhunters (2004)
340,"War, The (1994)",Adventure|Drama|War,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)"
341,Double Happiness (1994),Drama,"Chronicles of Riddick, The (2004)"
342,Muriel's Wedding (1994),Comedy,Garfield: The Movie (2004)
343,"Baby-Sitters Club, The (1995)",Children,"Stepford Wives, The (2004)"
344,Ace Ventura: Pet Detective (1994),Comedy,"Hunting of the President, The (2004)"
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,Napoleon Dynamite (2004)
346,Backbeat (1993),Drama|Musical,"Doctor, The (1991)"
347,Bitter Moon (1992),Drama|Film-Noir|Romance,"Dresser, The (1983)"
348,Bullets Over Broadway (1994),Comedy,Father Hood (1993)
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,Hello Again (1987)
350,"Client, The (1994)",Drama|Mystery|Thriller,Hope Springs (2003)
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,Lover Come Back (1961)
352,Crooklyn (1994),Comedy|Drama,Police Academy: Mission to Moscow (1994)
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,Big Wednesday (1978)
354,Cobb (1994),Drama,Book of Love (1990)
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,Hour of the Wolf (Vargtimmen) (1968)
356,Forrest Gump (1994),Comedy|Drama|Romance|War,Suddenly (1954)
357,Four Weddings and a Funeral (1994),Comedy|Romance,"Divorcee, The (1930)"
358,Higher Learning (1995),Drama,Meet the Applegates (1991)
359,I Like It Like That (1994),Comedy|Drama|Romance,Robot Carnival (Roboto kânibauru) (1987)
360,I Love Trouble (1994),Action|Comedy,Americathon (1979)
361,It Could Happen to You (1994),Comedy|Drama|Romance,Sands of Iwo Jima (1949)
362,"Jungle Book, The (1994)",Adventure|Children|Romance,This Island Earth (1955)
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,Anthony Adverse (1936)
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,Blackboard Jungle (1955)
365,Little Buddha (1993),Drama,Luna Papa (1999)
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970)
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,To Each His Own (1946)
368,Maverick (1994),Adventure|Comedy|Western,"Heiress, The (1949)"
369,Mrs. Parker and the Vicious Circle (1994),Drama,Dragon Seed (1944)
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,Executive Suite (1954)
371,"Paper, The (1994)",Comedy|Drama,Johnny Belinda (1948)
372,Reality Bites (1994),Comedy|Drama|Romance,Super Size Me (2004)
373,Red Rock West (1992),Thriller,Johnny Eager (1942)
374,Richie Rich (1994),Children|Comedy,"Jetée, La (1962)"
376,"River Wild, The (1994)",Action|Thriller,Northwest Passage (1940)
377,Speed (1994),Action|Romance|Thriller,"Picture of Dorian Gray, The (1945)"
378,Speechless (1994),Comedy|Romance,"Human Condition I, The (Ningen no joken I) (1959)"
379,Timecop (1994),Action|Sci-Fi|Thriller,Please Don't Eat the Daisies (1960)
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,White Heat (1949)
381,When a Man Loves a Woman (1994),Drama|Romance,"Christmas Carol, A (Scrooge) (1951)"
382,Wolf (1994),Drama|Horror|Romance|Thriller,Memphis Belle (1990)
383,Wyatt Earp (1994),Western,"Cincinnati Kid, The (1965)"
384,Bad Company (1995),Action|Crime|Drama,Animal Factory (2000)
385,"Man of No Importance, A (1994)",Drama,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974)
386,S.F.W. (1994),Drama,"Hitcher, The (1986)"
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,Show Boat (1951)
388,Boys Life (1995),Drama,Fear X (2003)
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,Freaks (1932)
